epoch,train_loss,val_loss,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,307.14055812358856,62.72185969352722,0.6037666666666667,0.604228400199767,0.5818333333333333,0.6351606805293005
2,202.64739287644625,15.342933099716902,0.7901,0.7750026798156286,0.9416666666666667,0.9382062146892656
3,60.49557479470968,6.028037077747285,0.9527333333333333,0.9507604694770471,0.9791666666666666,0.9786434307192893
4,61.67075737286359,8.823682591319084,0.9642,0.9627729636048526,0.9753333333333334,0.9746835443037974
5,38.18683686107397,6.578936876729131,0.9761333333333333,0.9753358594557354,0.9801666666666666,0.9796615963083234
6,26.507066506892443,4.7913105529733,0.9826333333333334,0.9820499569336779,0.9846666666666667,0.9842896174863388
7,18.80280150473118,3.4441754817962646,0.9875333333333334,0.9871220990289925,0.9876666666666667,0.9872939560439561
8,13.077130988705903,3.1622854438610375,0.9913,0.9910139438801859,0.9885,0.9881788590029125
9,10.274378862115555,2.8978994109202176,0.993,0.9927750636482489,0.99,0.9896729776247849
10,8.678842788445763,2.711134073906578,0.9942333333333333,0.9940449554232212,0.9901666666666666,0.9898886032562125
11,6.42215390392812,3.166696567204781,0.9955666666666667,0.9954224746171055,0.9898333333333333,0.9894773158530275
12,5.605129254079657,2.5999990612035617,0.9965,0.9963856665863482,0.99,0.9896729776247849
13,4.9547008233494125,2.31671334838029,0.9967666666666667,0.9966610443702454,0.9928333333333333,0.9926104141605087
14,4.626506698550656,2.3008576730790082,0.9968333333333333,0.9967289880521985,0.992,0.9917638984214139
15,3.3487440391327254,2.6791497204685584,0.9976666666666667,0.9975906931919873,0.9905,0.9902380544613804
