epoch,train_loss,val_loss,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,203.74346163123846,47.9984365105629,0.7884,0.7686757524961737,0.8175,0.8391361833406787
2,87.23839714378119,60.75182865560055,0.9271666666666667,0.924480696782221,0.831,0.8485210636390798
3,56.771215941756964,65.36911295354366,0.9554,0.9540048126503953,0.8568333333333333,0.869789298165833
4,38.71391016244888,37.66363317519426,0.9699666666666666,0.9690197022315442,0.9125,0.9158518993428434
5,30.797693084925413,28.926456905901432,0.9767,0.9759504558747635,0.9283333333333333,0.9300813008130081
6,25.723670666106045,38.39053651690483,0.9815666666666667,0.9809893774278937,0.9168333333333333,0.9206803369893498
7,20.713365657022223,59.89589066803455,0.9842666666666666,0.9837543883802574,0.907,0.9122089364380114
8,17.908278827089816,23.917439839802682,0.9866,0.9861655998348131,0.9525,0.9526184538653366
9,15.734436291386373,39.09458887018263,0.9887333333333334,0.9883632858224884,0.9326666666666666,0.9343942838583956
10,13.866942948661745,31.72012519557029,0.9894,0.9890503408856139,0.9393333333333334,0.9409282700421941
11,11.861720037821215,29.29787109210156,0.9910333333333333,0.9907397845020482,0.9505,0.9509496284062758
12,10.59643574198708,22.260970064788125,0.9917333333333334,0.9914624070503993,0.9558333333333333,0.9560457787361089
13,9.709433683368843,21.02709466998931,0.9923333333333333,0.9920798898071626,0.957,0.9572281167108754
14,7.444386549643241,23.796851211809553,0.9949666666666667,0.9948004545298027,0.9556666666666667,0.9558432934926959
15,9.54821056817309,15.530853209202178,0.9932333333333333,0.9930127697656008,0.9685,0.9678516754550094
