epoch,train_loss,val_loss,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,376.33589111082256,29.013834543526173,0.7852333333333333,0.7660238951229256,0.952,0.9518394648829431
2,99.3581956634298,18.146185955498368,0.9659666666666666,0.9649514263156088,0.9701666666666666,0.9694069389847889
3,67.32868731301278,14.474677146412432,0.9778333333333333,0.9771548318389501,0.9741666666666666,0.9734270529744556
4,62.419212899170816,16.141646245028824,0.9780666666666666,0.9773337926283155,0.9738333333333333,0.9733762930303544
5,48.86299477471039,12.843696910887957,0.9838,0.983298969072165,0.9805,0.9800102511532548
6,42.28683065646328,15.287210216280073,0.9854,0.9849277357192017,0.9736666666666667,0.9732112580535774
7,45.991315156104974,14.078023496782407,0.9842666666666666,0.9837543883802574,0.977,0.9764263751281175
8,45.92539055866655,15.480995922815055,0.9844,0.9838831875473517,0.9716666666666667,0.9711864406779661
9,44.74201105267275,15.101713838404976,0.9846333333333334,0.9841379073048205,0.9756666666666667,0.9750085587127696
10,42.358532730839215,14.167155750095844,0.9848,0.9842856158246606,0.9741666666666666,0.973326449836517
11,39.92173832107801,14.693507433170453,0.9859333333333333,0.9854683195592286,0.9766666666666667,0.9761661559414369
12,38.67570234462619,15.751461435225792,0.9869333333333333,0.9865143800743085,0.9755,0.97471185274385
13,39.79125947726425,15.751127187162638,0.9863,0.9858505181257962,0.9748333333333333,0.9742100768573868
14,36.94719452143181,14.972493463661522,0.9873333333333333,0.9869227063115149,0.9773333333333334,0.9767997270556125
15,34.30019383854233,14.913457705988549,0.9885,0.9881202437932578,0.9768333333333333,0.9761209414190002
