epoch,train_loss,val_loss,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,581.1925131380558,114.86013346910477,0.6586,0.58379388816645,0.6695,0.5796056815772737
2,497.2434043288231,75.82455638051033,0.7529666666666667,0.731922589980105,0.84,0.8452112221863914
3,211.15194777958095,38.22519927844405,0.9154333333333333,0.9132857094028779,0.9235,0.9262650602409639
4,102.16128665301949,15.032555896788836,0.9626,0.9613716174344143,0.9723333333333334,0.971968929415738
5,64.91127265943214,10.00322120077908,0.9760666666666666,0.9752669652084051,0.9803333333333333,0.9797945205479452
6,42.3749719033367,7.134087895101402,0.9833,0.9827366389855622,0.9863333333333333,0.9858669424336436
7,31.32953431637725,6.6409873915836215,0.9885333333333334,0.9881567169317634,0.988,0.9876585533081933
8,22.57322706535342,4.601706379209645,0.9919666666666667,0.9917036731040656,0.991,0.990728021978022
9,17.020237760414602,4.669624851987464,0.9934666666666667,0.9932511535018249,0.9918333333333333,0.9915995199725699
10,13.130783003391116,4.997231850182288,0.9953333333333333,0.9951830443159922,0.9911666666666666,0.9909293171316105
11,11.493363824476546,4.188621976587456,0.9959,0.9957654835266981,0.9935,0.9932747025349198
12,9.368720311904326,4.154791045089951,0.9965,0.9963859153960004,0.9926666666666667,0.9924528301886792
13,6.511162293914822,4.781137692018092,0.9974,0.9973144195014461,0.9933333333333333,0.9930986887508627
14,5.459211754543503,5.00591695127514,0.9982,0.9981406239239722,0.9943333333333333,0.9941419710544452
15,4.824042783320692,3.9357827427375014,0.998,0.9979343110927494,0.9943333333333333,0.9941480206540447
