epoch,train_loss,val_loss,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,142.85497492179275,48.57451678812504,0.8619333333333333,0.8498731424429141,0.8431666666666666,0.8588570571471427
2,50.184379598125815,36.63918501697481,0.9606666666666667,0.9593355848094286,0.9105,0.9136794727535766
3,28.69441058044322,32.36214446555823,0.9787333333333333,0.9780287898615607,0.9111666666666667,0.915302717304942
4,18.314585997723043,17.18203999416437,0.9867333333333334,0.9862994836488812,0.9556666666666667,0.955607476635514
5,15.829024646198377,9.757295837065612,0.9884,0.9880148780823805,0.9748333333333333,0.9742188833873997
6,11.337934300419874,10.146684961684514,0.9918333333333333,0.9915648132208642,0.9743333333333334,0.9739952718676123
7,8.019849485644954,18.984950127167394,0.9942666666666666,0.9940775428689484,0.9606666666666667,0.9606010016694491
8,6.50882859993726,12.263946372331702,0.9953333333333333,0.9951797273102878,0.9746666666666667,0.9740702831798022
9,5.756297596468357,14.026800314579305,0.9964333333333333,0.9963160612842141,0.9715,0.9713135379969804
10,4.933865451566817,4.149512290237908,0.9965,0.996386164171399,0.9873333333333333,0.9870748299319728
11,3.9811760187440086,18.00829508979041,0.9971,0.997005472756686,0.9678333333333333,0.9668099742046432
12,4.996431600789947,11.666012131987372,0.996,0.99586890663729,0.9791666666666666,0.97884582839736
13,2.9606095316194114,17.836580576724373,0.9978666666666667,0.9977964467704173,0.9698333333333333,0.9693480101608806
14,2.2413808664168755,10.128191336960299,0.9986,0.9985541173230515,0.9811666666666666,0.9808442108832005
15,3.7675520395587228,9.073933895931987,0.9971333333333333,0.9970393830900578,0.9838333333333333,0.983461210571185
