epoch,train_loss,val_loss,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,384.7950075438712,71.79798716463847,0.9106666666666666,0.9059517125210556,0.9481666666666667,0.9482959268495428
2,121.14393518079305,54.636180882240296,0.9772666666666666,0.9765393876848986,0.9645,0.963383187209902
3,76.60191748211946,30.29342795372031,0.9862,0.9857496902106567,0.9816666666666667,0.9810540819841543
4,52.22457058568034,24.705193136646812,0.9904,0.9900860585197935,0.9836666666666667,0.9831499312242091
5,42.293158497186596,39.219076838014644,0.9919333333333333,0.991671255506608,0.9801666666666666,0.9797996944491597
6,31.08556116482214,39.58948297195542,0.9943333333333333,0.9941484235164533,0.9821666666666666,0.9814525914369908
7,28.257979724780853,14.95389378301644,0.9948666666666667,0.9946984301845222,0.99,0.9896765313145217
8,20.569743115607707,10.266752787394807,0.9964,0.9962827837819234,0.9925,0.9922667124935556
9,17.492312062261362,22.01379550156406,0.9969333333333333,0.9968334824808976,0.9885,0.9881788590029125
10,19.028094423842504,33.11717901159659,0.9966,0.9964871194379391,0.9848333333333333,0.9845631891433418
11,15.392786852537029,16.89860115661756,0.9969666666666667,0.996868440070202,0.9915,0.9912656276759719
12,12.644806504052553,11.785882857305026,0.9974,0.9973151590251962,0.9935,0.9933184855233853
13,10.072815107016083,22.88938365126258,0.9981333333333333,0.9980716253443526,0.9863333333333333,0.9860116001364722
14,10.711779171876401,25.020504198534766,0.9980333333333333,0.9979685294218916,0.9898333333333333,0.9895278969957082
15,10.525951172056239,21.856698110962,0.9982,0.9981412639405205,0.9888333333333333,0.9885763000852515
