epoch,train_loss,val_loss,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,146.30050639330875,15.990792348165996,0.9388,0.9367463653276373,0.9778333333333333,0.9773385585278582
2,46.07819660002133,9.686137936310843,0.9826,0.9820470491126703,0.9833333333333333,0.9827467218771566
3,35.958432662300766,11.168687956786016,0.9870666666666666,0.9866391184573002,0.9801666666666666,0.9791921664626683
4,16.38311909748154,6.004138852640608,0.9939333333333333,0.9937366646018309,0.9906666666666667,0.9903514817367333
5,10.027823027099657,5.721368772592541,0.9965,0.9963839239590867,0.9915,0.9912295786758384
6,9.255839927740453,8.042941524176058,0.9968333333333333,0.9967285374840732,0.991,0.9907312049433573
7,8.111542873971302,9.85737569271987,0.9971666666666666,0.9970745138530374,0.9901666666666666,0.9897941532606815
8,7.415682683278646,5.019368876246062,0.9973666666666666,0.9972793332644557,0.9938333333333333,0.9936502488415995
9,3.3486272350364743,4.918782186071894,0.9989333333333333,0.9988980716253444,0.994,0.9938271604938271
10,4.086339159927547,14.105715846992098,0.9986666666666667,0.9986223048839292,0.9733333333333334,0.9729546991210277
11,5.751474985532695,4.080149389041253,0.9981666666666666,0.9981057344584122,0.9945,0.9943152454780362
12,1.2365569265543286,5.105161204767484,0.9996,0.9995868053164383,0.9946666666666667,0.9944998281196288
13,1.9395474947720004,5.014595084732207,0.9993333333333333,0.9993113421940638,0.9941666666666666,0.9939975990396158
14,1.2099306296809687,12.1157820340336,0.9996333333333334,0.9996212773282837,0.9905,0.9901230289377924
15,2.322400693895787,5.764206544711371,0.9990666666666667,0.9990357462635168,0.9951666666666666,0.9950146123431322
